DATAFLOW,FREQ,ADJUSTMENT,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,TIME_PERIOD,OBS_VALUE,REF_YEAR_PRICE,BASE_PER,CONF_STATUS,DECIMALS,OBS_STATUS,UNIT_MULT,CURRENCY
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q2,0.88472,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q2,0.87588,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q3,0.97841,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q3,0.8525,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q3,0.88979,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q3,0.87184,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q4,0.97722,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q4,0.84831,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q4,0.87265,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q4,0.86732,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2006-Q1,0.96076,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2006-Q1,0.83175,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2010-Q4,0.90278,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2010-Q4,0.76909,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2010-Q4,0.83761,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2010-Q4,0.80133,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q1,0.89875,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q1,0.76784,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q1,0.84349,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q1,0.79317,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q2,0.89785,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q2,0.75794,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q2,0.83438,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q2,0.78733,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q3,0.89633,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q3,0.75395,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q3,0.83002,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q3,0.78549,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q4,0.89934,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q4,0.75502,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q4,0.8176,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q4,0.78895,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2012-Q1,0.90834,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2012-Q1,0.75337,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2012-Q1,0.81736,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2012-Q1,0.78845,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2016-Q4,0.86982,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2016-Q4,0.6888,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2016-Q4,0.76739,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2016-Q4,0.74472,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q1,0.86915,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q1,0.68805,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q1,0.76809,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q1,0.74398,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q2,0.86449,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q2,0.69036,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q2,0.77826,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q2,0.7459,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q3,0.86102,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q3,0.6898,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q3,0.77937,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q3,0.74601,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q4,0.85997,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q4,0.69137,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q4,0.77433,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2017-Q4,0.74323,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,FIN,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2018-Q1,0.85842,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ITA,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2018-Q1,0.69143,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,AUT,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2018-Q1,0.77578,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DEU,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2018-Q1,0.74023,,,F,1,A,0,EUR
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2004-Q3,8.43203,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2004-Q3,92.9662,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2004-Q3,9.09425,,,F,1,A,0,NOK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,SWE,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2004-Q3,9.30161,,,F,1,A,0,SEK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2004-Q4,8.47732,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2004-Q4,93.80809,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2004-Q4,9.07061,,,F,1,A,0,NOK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,SWE,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2004-Q4,9.32327,,,F,1,A,0,SEK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q1,8.56831,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q1,95.35475,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q1,9.09297,,,F,1,A,0,NOK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,SWE,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q1,9.44304,,,F,1,A,0,SEK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q2,8.59279,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q2,95.62693,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q2,9.04238,,,F,1,A,0,NOK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,SWE,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q2,9.51441,,,F,1,A,0,SEK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q3,8.58896,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q3,95.80253,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q3,8.98288,,,F,1,A,0,NOK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,SWE,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q3,9.50879,,,F,1,A,0,SEK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q4,8.5277,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q4,96.57845,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q4,8.90258,,,F,1,A,0,NOK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,SWE,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2005-Q4,9.45048,,,F,1,A,0,SEK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2006-Q1,8.41483,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2006-Q1,99.58614,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2010-Q4,7.53472,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2010-Q4,132.97845,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2010-Q4,9.14043,,,F,1,A,0,NOK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,SWE,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2010-Q4,9.03143,,,F,1,A,0,SEK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q1,7.50043,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q1,135.79235,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q1,9.12011,,,F,1,A,0,NOK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,SWE,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q1,8.94257,,,F,1,A,0,SEK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q2,7.43697,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q2,134.78045,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q2,9.07888,,,F,1,A,0,NOK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,SWE,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q2,8.85172,,,F,1,A,0,SEK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q3,7.43588,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q3,135.36115,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q3,9.08173,,,F,1,A,0,NOK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,SWE,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q3,8.77678,,,F,1,A,0,SEK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,DNK,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q4,7.49269,,,F,1,A,0,DKK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,ISL,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q4,134.67406,,,F,1,A,0,ISK
OECD.SDD.NAD:DSD_NAMAIN1@DF_QNA(1.1),Q,Y,NOR,S1,S1,PPP_B1GQ,_Z,_Z,_Z,XDC_USD,V,N,T0102,2011-Q4,9.05023,,,F,1,A,0,NOK
